Extracted:,United Nations High Commissioner for Refugees
2009,IRQ,"Iraq",IND,"India",USA,"United States of America",9
2009,IRQ,"Iraq",IRN,"Iran (Islamic Rep. of)",AUS,"Australia",24
2009,SYR,"Syrian Arab Rep.",All others,"All others",SWE,"Sweden",30
2009,IRQ,"Iraq",UZB,"Uzbekistan",CHE,"Switzerland",1
2009,IRQ,"Iraq",All others,"All others",CHE,"Switzerland",45
2009,IRQ,"Iraq",All others,"All others",NZL,"New Zealand",10
2009,SYR,"Syrian Arab Rep.",All others,"All others",USA,"United States of America",68
2009,IRQ,"Iraq",UZB,"Uzbekistan",FIN,"Finland",1
2009,IRQ,"Iraq",All others,"All others",DEU,"Germany",3582
2009,IRQ,"Iraq",IND,"India",CAN,"Canada",3
2009,IRQ,"Iraq",All others,"All others",PRT,"Portugal",11
2009,IRQ,"Iraq",MYS,"Malaysia",SWE,"Sweden",3
2009,IRQ,"Iraq",THA,"Thailand",NLD,"Netherlands",9
2009,IRQ,"Iraq",All others,"All others",DNK,"Denmark",19
2009,IRQ,"Iraq",THA,"Thailand",SWE,"Sweden",1
2009,IRQ,"Iraq",All others,"All others",SWE,"Sweden",1037
2009,IRQ,"Iraq",IRN,"Iran (Islamic Rep. of)",DNK,"Denmark",4
2009,IRQ,"Iraq",All others,"All others",ESP,"Spain",1
2009,IRQ,"Iraq",All others,"All others",USA,"United States of America",25556
2009,IRQ,"Iraq",PAK,"Pakistan",USA,"United States of America",2
2009,IRQ,"Iraq",All others,"All others",FIN,"Finland",477
2009,SYR,"Syrian Arab Rep.",All others,"All others",AUS,"Australia",1
2010,IRQ,"Iraq",All others,"All others",DEU,"Germany",168
2010,IRQ,"Iraq",All others,"All others",USA,"United States of America",22054
2010,IRQ,"Iraq",All others,"All others",DNK,"Denmark",7
2010,IRQ,"Iraq",PAK,"Pakistan",SWE,"Sweden",2
2010,SYR,"Syrian Arab Rep.",All others,"All others",CAN,"Canada",19
2010,IRQ,"Iraq",MYS,"Malaysia",DNK,"Denmark",1
2010,IRQ,"Iraq",MYS,"Malaysia",AUS,"Australia",19
2010,IRQ,"Iraq",All others,"All others",FIN,"Finland",279
2010,SYR,"Syrian Arab Rep.",All others,"All others",FRA,"France",3
2010,IRQ,"Iraq",THA,"Thailand",USA,"United States of America",25
2010,IRQ,"Iraq",All others,"All others",FRA,"France",11
2010,IRQ,"Iraq",NPL,"Nepal",USA,"United States of America",2
2010,SYR,"Syrian Arab Rep.",All others,"All others",IRL,"Ireland",1
2010,IRQ,"Iraq",THA,"Thailand",DNK,"Denmark",3
2010,IRQ,"Iraq",MYS,"Malaysia",NLD,"Netherlands",1
2010,IRQ,"Iraq",MYS,"Malaysia",FIN,"Finland",1
2010,IRQ,"Iraq",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",311
2010,IRQ,"Iraq",MYS,"Malaysia",USA,"United States of America",11
2010,IRQ,"Iraq",MYS,"Malaysia",CAN,"Canada",4
2010,SYR,"Syrian Arab Rep.",All others,"All others",NOR,"Norway",1
2010,IRQ,"Iraq",CHN,"China",USA,"United States of America",15
2010,IRQ,"Iraq",THA,"Thailand",CAN,"Canada",1
2010,IRQ,"Iraq",UZB,"Uzbekistan",CAN,"Canada",1
2010,IRQ,"Iraq",All others,"All others",IRL,"Ireland",27
2010,IRQ,"Iraq",MYS,"Malaysia",NOR,"Norway",1
2010,SYR,"Syrian Arab Rep.",All others,"All others",SWE,"Sweden",17
2010,IRQ,"Iraq",IDN,"Indonesia",AUS,"Australia",158
2010,IRQ,"Iraq",All others,"All others",NLD,"Netherlands",161
2010,SYR,"Syrian Arab Rep.",All others,"All others",USA,"United States of America",70
2010,IRQ,"Iraq",IND,"India",USA,"United States of America",9
2010,IRQ,"Iraq",IRN,"Iran (Islamic Rep. of)",AUS,"Australia",10
2010,IRQ,"Iraq",CHN,"China",FRA,"France",7
2010,IRQ,"Iraq",All others,"All others",NOR,"Norway",127
2010,IRQ,"Iraq",All others,"All others",AUS,"Australia",1054
2010,IRQ,"Iraq",IND,"India",CAN,"Canada",7
2010,IRQ,"Iraq",All others,"All others",NZL,"New Zealand",27
2010,IRQ,"Iraq",IRN,"Iran (Islamic Rep. of)",NLD,"Netherlands",2
2010,IRQ,"Iraq",All others,"All others",CAN,"Canada",1963
2010,IRQ,"Iraq",MYS,"Malaysia",SWE,"Sweden",1
2010,IRQ,"Iraq",PAK,"Pakistan",NOR,"Norway",2
2010,IRQ,"Iraq",All others,"All others",PRT,"Portugal",25
2010,IRQ,"Iraq",All others,"All others",CHE,"Switzerland",45
2010,IRQ,"Iraq",All others,"All others",SWE,"Sweden",204
2011,SYR,"Syrian Arab Rep.",All others,"All others",CAN,"Canada",13
2011,IRQ,"Iraq",IRN,"Iran (Islamic Rep. of)",FIN,"Finland",4
2011,IRQ,"Iraq",All others,"All others",FIN,"Finland",5
2011,SYR,"Syrian Arab Rep.",All others,"All others",CHE,"Switzerland",36
2011,IRQ,"Iraq",All others,"All others",FRA,"France",3
2011,SYR,"Syrian Arab Rep.",All others,"All others",DNK,"Denmark",1
2011,IRQ,"Iraq",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",42
2011,IRQ,"Iraq",MYS,"Malaysia",AUS,"Australia",30
2011,SYR,"Syrian Arab Rep.",All others,"All others",FRA,"France",1
2011,IRQ,"Iraq",All others,"All others",IRL,"Ireland",6
2011,IRQ,"Iraq",THA,"Thailand",USA,"United States of America",7
2011,SYR,"Syrian Arab Rep.",All others,"All others",NLD,"Netherlands",1
2011,IRQ,"Iraq",All others,"All others",NLD,"Netherlands",110
2011,SYR,"Syrian Arab Rep.",All others,"All others",NOR,"Norway",1
2011,IRQ,"Iraq",MYS,"Malaysia",USA,"United States of America",103
2011,IRQ,"Iraq",CHN,"China",USA,"United States of America",2
2011,IRQ,"Iraq",All others,"All others",NOR,"Norway",12
2011,SYR,"Syrian Arab Rep.",All others,"All others",SWE,"Sweden",14
2011,SYR,"Syrian Arab Rep.",MYS,"Malaysia",USA,"United States of America",1
2011,IRQ,"Iraq",All others,"All others",NZL,"New Zealand",214
2011,IRQ,"Iraq",IDN,"Indonesia",AUS,"Australia",26
2011,SYR,"Syrian Arab Rep.",All others,"All others",USA,"United States of America",56
2011,IRQ,"Iraq",All others,"All others",AUS,"Australia",1088
2011,IRQ,"Iraq",All others,"All others",SWE,"Sweden",40
2011,IRQ,"Iraq",IRN,"Iran (Islamic Rep. of)",AUS,"Australia",10
2011,IRQ,"Iraq",CHN,"China",FRA,"France",6
2011,IRQ,"Iraq",All others,"All others",CAN,"Canada",2860
2011,IRQ,"Iraq",All others,"All others",USA,"United States of America",15380
2011,IRQ,"Iraq",THA,"Thailand",FIN,"Finland",1
2011,IRQ,"Iraq",All others,"All others",CHE,"Switzerland",38
2011,SYR,"Syrian Arab Rep.",All others,"All others",AUS,"Australia",1
2011,IRQ,"Iraq",All others,"All others",DNK,"Denmark",6
2011,IRQ,"Iraq",PAK,"Pakistan",USA,"United States of America",1
2012,IRQ,"Iraq",All others,"All others",DNK,"Denmark",6
2012,IRQ,"Iraq",VUT,"Vanuatu",AUS,"Australia",1
2012,IRQ,"Iraq",PAK,"Pakistan",USA,"United States of America",10
2012,SYR,"Syrian Arab Rep.",All others,"All others",CHE,"Switzerland",1
2012,SYR,"Syrian Arab Rep.",THA,"Thailand",SWE,"Sweden",1
2012,IRQ,"Iraq",All others,"All others",FIN,"Finland",38
2012,IRQ,"Iraq",CHN,"China",SWE,"Sweden",6
2012,IRQ,"Iraq",IRN,"Iran (Islamic Rep. of)",SWE,"Sweden",2
2012,SYR,"Syrian Arab Rep.",All others,"All others",NOR,"Norway",3
2012,IRQ,"Iraq",PAK,"Pakistan",AUS,"Australia",7
2012,IRQ,"Iraq",All others,"All others",FRA,"France",1
2012,SYR,"Syrian Arab Rep.",All others,"All others",SWE,"Sweden",55
2012,IRQ,"Iraq",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",86
2012,SYR,"Syrian Arab Rep.",All others,"All others",USA,"United States of America",15
2012,IRQ,"Iraq",MYS,"Malaysia",AUS,"Australia",51
2012,IRQ,"Iraq",All others,"All others",NLD,"Netherlands",114
2012,IRQ,"Iraq",THA,"Thailand",USA,"United States of America",14
2012,IRQ,"Iraq",MYS,"Malaysia",CAN,"Canada",6
2012,IRQ,"Iraq",All others,"All others",NOR,"Norway",18
2012,IRQ,"Iraq",PAK,"Pakistan",CAN,"Canada",8
2012,IRQ,"Iraq",THA,"Thailand",AUS,"Australia",6
2012,IRQ,"Iraq",IDN,"Indonesia",SWE,"Sweden",1
2012,IRQ,"Iraq",THA,"Thailand",CAN,"Canada",1
2012,IRQ,"Iraq",MYS,"Malaysia",USA,"United States of America",35
2012,IRQ,"Iraq",CHN,"China",USA,"United States of America",4
2012,IRQ,"Iraq",All others,"All others",NZL,"New Zealand",6
2012,SYR,"Syrian Arab Rep.",LKA,"Sri Lanka",USA,"United States of America",1
2012,IRQ,"Iraq",IND,"India",USA,"United States of America",8
2012,IRQ,"Iraq",All others,"All others",SWE,"Sweden",17
2012,IRQ,"Iraq",IDN,"Indonesia",AUS,"Australia",54
2012,IRQ,"Iraq",All others,"All others",AUS,"Australia",3153
2012,IRQ,"Iraq",IDN,"Indonesia",NZL,"New Zealand",38
2012,SYR,"Syrian Arab Rep.",THA,"Thailand",NZL,"New Zealand",1
2012,IRQ,"Iraq",All others,"All others",USA,"United States of America",6316
2012,IRQ,"Iraq",IDN,"Indonesia",USA,"United States of America",5
2012,IRQ,"Iraq",IRN,"Iran (Islamic Rep. of)",AUS,"Australia",3
2012,IRQ,"Iraq",THA,"Thailand",NLD,"Netherlands",1
2012,SYR,"Syrian Arab Rep.",THA,"Thailand",CAN,"Canada",1
2012,IRQ,"Iraq",All others,"All others",CAN,"Canada",567
2012,SYR,"Syrian Arab Rep.",All others,"All others",AUS,"Australia",2
2012,IRQ,"Iraq",All others,"All others",DEU,"Germany",160
2012,SYR,"Syrian Arab Rep.",All others,"All others",CAN,"Canada",10
2012,IRQ,"Iraq",MYS,"Malaysia",NZL,"New Zealand",17
2013,SYR,"Syrian Arab Rep.",All others,"All others",AUS,"Australia",113
2013,IRQ,"Iraq",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",175
2013,SYR,"Syrian Arab Rep.",All others,"All others",NLD,"Netherlands",98
2013,IRQ,"Iraq",MYS,"Malaysia",NZL,"New Zealand",9
2013,IRQ,"Iraq",THA,"Thailand",NOR,"Norway",3
2013,SYR,"Syrian Arab Rep.",All others,"All others",AUT,"Austria",32
2013,IRQ,"Iraq",All others,"All others",NLD,"Netherlands",162
2013,IRQ,"Iraq",VUT,"Vanuatu",NZL,"New Zealand",1
2013,SYR,"Syrian Arab Rep.",All others,"All others",NOR,"Norway",9
2013,IRQ,"Iraq",PAK,"Pakistan",USA,"United States of America",7
2013,IRQ,"Iraq",All others,"All others",NOR,"Norway",1
2013,SYR,"Syrian Arab Rep.",All others,"All others",CAN,"Canada",103
2013,SYR,"Syrian Arab Rep.",THA,"Thailand",AUS,"Australia",1
2013,SYR,"Syrian Arab Rep.",All others,"All others",SWE,"Sweden",424
2013,IRQ,"Iraq",All others,"All others",NZL,"New Zealand",65
2013,SYR,"Syrian Arab Rep.",All others,"All others",CHE,"Switzerland",21
2013,SYR,"Syrian Arab Rep.",All others,"All others",USA,"United States of America",84
2013,IRQ,"Iraq",KAZ,"Kazakhstan",FIN,"Finland",2
2013,SYR,"Syrian Arab Rep.",All others,"All others",DEU,"Germany",4253
2013,SYR,"Syrian Arab Rep.",THA,"Thailand",USA,"United States of America",4
2013,SYR,"Syrian Arab Rep.",THA,"Thailand",NLD,"Netherlands",6
2013,IRQ,"Iraq",KAZ,"Kazakhstan",NLD,"Netherlands",2
2013,IRQ,"Iraq",All others,"All others",AUS,"Australia",2426
2013,SYR,"Syrian Arab Rep.",All others,"All others",DNK,"Denmark",1
2013,IRQ,"Iraq",MYS,"Malaysia",AUS,"Australia",35
2013,IRQ,"Iraq",KAZ,"Kazakhstan",NOR,"Norway",2
2013,IRQ,"Iraq",THA,"Thailand",USA,"United States of America",11
2013,IRQ,"Iraq",All others,"All others",CAN,"Canada",2358
2013,SYR,"Syrian Arab Rep.",All others,"All others",FRA,"France",72
2013,IRQ,"Iraq",MYS,"Malaysia",CAN,"Canada",6
2013,IRQ,"Iraq",THA,"Thailand",AUS,"Australia",7
2013,IRQ,"Iraq",All others,"All others",CHE,"Switzerland",26
2013,IRQ,"Iraq",All others,"All others",PRT,"Portugal",6
2013,IRQ,"Iraq",THA,"Thailand",CAN,"Canada",1
2013,SYR,"Syrian Arab Rep.",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",1
2013,IRQ,"Iraq",MYS,"Malaysia",USA,"United States of America",41
2013,SYR,"Syrian Arab Rep.",MYS,"Malaysia",NZL,"New Zealand",3
2013,SYR,"Syrian Arab Rep.",MYS,"Malaysia",USA,"United States of America",19
2013,IRQ,"Iraq",All others,"All others",DEU,"Germany",349
2013,IRQ,"Iraq",All others,"All others",ROU,"Romania",82
2013,SYR,"Syrian Arab Rep.",All others,"All others",HUN,"Hungary",5
2013,IRQ,"Iraq",All others,"All others",SWE,"Sweden",1
2013,IRQ,"Iraq",All others,"All others",FIN,"Finland",24
2013,IRQ,"Iraq",IDN,"Indonesia",AUS,"Australia",49
2013,IRQ,"Iraq",THA,"Thailand",SWE,"Sweden",2
2013,SYR,"Syrian Arab Rep.",All others,"All others",ISL,"Iceland",1
2013,IRQ,"Iraq",IDN,"Indonesia",NZL,"New Zealand",4
2013,IRQ,"Iraq",All others,"All others",USA,"United States of America",7350
2013,IRQ,"Iraq",All others,"All others",FRA,"France",15
2013,IRQ,"Iraq",THA,"Thailand",NLD,"Netherlands",3
2013,SYR,"Syrian Arab Rep.",THA,"Thailand",CAN,"Canada",2
2013,SYR,"Syrian Arab Rep.",All others,"All others",LUX,"Luxembourg",25
2014,SYR,"Syrian Arab Rep.",All others,"All others",AUT,"Austria",457
2014,SYR,"Syrian Arab Rep.",All others,"All others",FRA,"France",544
2014,SYR,"Syrian Arab Rep.",THA,"Thailand",CAN,"Canada",12
2014,IRQ,"Iraq",All others,"All others",FRA,"France",9
2014,SYR,"Syrian Arab Rep.",IND,"India",CAN,"Canada",1
2014,SYR,"Syrian Arab Rep.",All others,"All others",BEL,"Belgium",96
2014,SYR,"Syrian Arab Rep.",SGP,"Singapore",CAN,"Canada",1
2014,SYR,"Syrian Arab Rep.",MYS,"Malaysia",SWE,"Sweden",18
2014,SYR,"Syrian Arab Rep.",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",242
2014,SYR,"Syrian Arab Rep.",All others,"All others",NZL,"New Zealand",121
2014,IRQ,"Iraq",MYS,"Malaysia",NZL,"New Zealand",3
2014,IRQ,"Iraq",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",110
2014,SYR,"Syrian Arab Rep.",All others,"All others",BLR,"Belarus",24
2014,SYR,"Syrian Arab Rep.",All others,"All others",HUN,"Hungary",4
2014,SYR,"Syrian Arab Rep.",All others,"All others",PRT,"Portugal",27
2014,IRQ,"Iraq",All others,"All others",IRL,"Ireland",9
2014,IRQ,"Iraq",PAK,"Pakistan",AUS,"Australia",1
2014,SYR,"Syrian Arab Rep.",MYS,"Malaysia",DEU,"Germany",4
2014,SYR,"Syrian Arab Rep.",All others,"All others",BRA,"Brazil",2
2014,SYR,"Syrian Arab Rep.",All others,"All others",SWE,"Sweden",764
2014,SYR,"Syrian Arab Rep.",All others,"All others",IRL,"Ireland",114
2014,SYR,"Syrian Arab Rep.",PAK,"Pakistan",FIN,"Finland",4
2014,IRQ,"Iraq",All others,"All others",MEX,"Mexico",1
2014,SYR,"Syrian Arab Rep.",All others,"All others",CAN,"Canada",2784
2014,SYR,"Syrian Arab Rep.",All others,"All others",URY,"Uruguay",188
2014,IRQ,"Iraq",All others,"All others",AUS,"Australia",1149
2014,IRQ,"Iraq",NPL,"Nepal",USA,"United States of America",1
2014,SYR,"Syrian Arab Rep.",All others,"All others",ISL,"Iceland",14
2014,IRQ,"Iraq",All others,"All others",NLD,"Netherlands",20
2014,SYR,"Syrian Arab Rep.",THA,"Thailand",USA,"United States of America",35
2014,SYR,"Syrian Arab Rep.",All others,"All others",CHE,"Switzerland",378
2014,SYR,"Syrian Arab Rep.",All others,"All others",USA,"United States of America",10091
2014,IRQ,"Iraq",All others,"All others",CAN,"Canada",2984
2014,SYR,"Syrian Arab Rep.",All others,"All others",LIE,"Liechtenstein",20
2014,SYR,"Syrian Arab Rep.",THA,"Thailand",NLD,"Netherlands",24
2014,IRQ,"Iraq",All others,"All others",NOR,"Norway",17
2014,SYR,"Syrian Arab Rep.",PAK,"Pakistan",NOR,"Norway",4
2014,IRQ,"Iraq",MYS,"Malaysia",AUS,"Australia",5
2014,SYR,"Syrian Arab Rep.",All others,"All others",CZE,"Czechia",11
2014,IRQ,"Iraq",All others,"All others",CHE,"Switzerland",24
2014,SYR,"Syrian Arab Rep.",All others,"All others",LUX,"Luxembourg",59
2014,SYR,"Syrian Arab Rep.",THA,"Thailand",NZL,"New Zealand",1
2014,IRQ,"Iraq",All others,"All others",NZL,"New Zealand",84
2014,IRQ,"Iraq",THA,"Thailand",USA,"United States of America",3
2014,SYR,"Syrian Arab Rep.",All others,"All others",DEU,"Germany",2104
2014,IRQ,"Iraq",All others,"All others",CZE,"Czechia",9
2014,IRQ,"Iraq",MYS,"Malaysia",CAN,"Canada",5
2014,SYR,"Syrian Arab Rep.",All others,"All others",NLD,"Netherlands",145
2014,IRQ,"Iraq",All others,"All others",SWE,"Sweden",12
2014,SYR,"Syrian Arab Rep.",IDN,"Indonesia",USA,"United States of America",28
2014,IRQ,"Iraq",THA,"Thailand",CAN,"Canada",1
2014,IRQ,"Iraq",MYS,"Malaysia",USA,"United States of America",52
2014,SYR,"Syrian Arab Rep.",All others,"All others",DNK,"Denmark",165
2014,IRQ,"Iraq",All others,"All others",DEU,"Germany",75
2014,SYR,"Syrian Arab Rep.",MYS,"Malaysia",USA,"United States of America",39
2014,SYR,"Syrian Arab Rep.",All others,"All others",NOR,"Norway",1189
2014,SYR,"Syrian Arab Rep.",MYS,"Malaysia",CAN,"Canada",17
2014,IRQ,"Iraq",All others,"All others",USA,"United States of America",7054
2014,SYR,"Syrian Arab Rep.",PAK,"Pakistan",USA,"United States of America",7
2014,SYR,"Syrian Arab Rep.",All others,"All others",ESP,"Spain",202
2014,IRQ,"Iraq",All others,"All others",DNK,"Denmark",21
2014,SYR,"Syrian Arab Rep.",All others,"All others",AUS,"Australia",588
2014,IRQ,"Iraq",IDN,"Indonesia",USA,"United States of America",5
2014,IRQ,"Iraq",IDN,"Indonesia",AUS,"Australia",65
2014,SYR,"Syrian Arab Rep.",All others,"All others",FIN,"Finland",625
2014,SYR,"Syrian Arab Rep.",IDN,"Indonesia",CAN,"Canada",1
2014,IRQ,"Iraq",IDN,"Indonesia",NZL,"New Zealand",22
2014,IRQ,"Iraq",All others,"All others",FIN,"Finland",37
2015,IRQ,"Iraq",IDN,"Indonesia",AUS,"Australia",42
2015,IRQ,"Iraq",All others,"All others",SWE,"Sweden",124
2015,IRQ,"Iraq",IDN,"Indonesia",USA,"United States of America",50
2015,SYR,"Syrian Arab Rep.",All others,"All others",FIN,"Finland",763
2015,IRQ,"Iraq",IDN,"Indonesia",NZL,"New Zealand",10
2015,IRQ,"Iraq",All others,"All others",DNK,"Denmark",1
2015,SYR,"Syrian Arab Rep.",All others,"All others",PRT,"Portugal",20
2015,IRQ,"Iraq",All others,"All others",USA,"United States of America",7166
2015,SYR,"Syrian Arab Rep.",All others,"All others",FRA,"France",1311
2015,IRQ,"Iraq",All others,"All others",FIN,"Finland",5
2015,SYR,"Syrian Arab Rep.",All others,"All others",SWE,"Sweden",672
2015,SYR,"Syrian Arab Rep.",All others,"All others",AUS,"Australia",5311
2015,SYR,"Syrian Arab Rep.",THA,"Thailand",SWE,"Sweden",2
2015,SYR,"Syrian Arab Rep.",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",2721
2015,SYR,"Syrian Arab Rep.",MYS,"Malaysia",SWE,"Sweden",32
2015,SYR,"Syrian Arab Rep.",All others,"All others",USA,"United States of America",16139
2015,IRQ,"Iraq",MYS,"Malaysia",NZL,"New Zealand",21
2015,IRQ,"Iraq",All others,"All others",FRA,"France",10
2015,IRQ,"Iraq",MYS,"Malaysia",DNK,"Denmark",4
2015,SYR,"Syrian Arab Rep.",IND,"India",SWE,"Sweden",1
2015,SYR,"Syrian Arab Rep.",All others,"All others",AUT,"Austria",612
2015,SYR,"Syrian Arab Rep.",THA,"Thailand",AUS,"Australia",5
2015,SYR,"Syrian Arab Rep.",All others,"All others",HUN,"Hungary",23
2015,SYR,"Syrian Arab Rep.",CHN,"China",USA,"United States of America",12
2015,SYR,"Syrian Arab Rep.",IDN,"Indonesia",NZL,"New Zealand",6
2015,IRQ,"Iraq",All others,"All others",GBR,"United Kingdom of Great Britain and Northern Ireland",149
2015,SYR,"Syrian Arab Rep.",All others,"All others",BEL,"Belgium",504
2015,SYR,"Syrian Arab Rep.",MYS,"Malaysia",DNK,"Denmark",1
2015,SYR,"Syrian Arab Rep.",All others,"All others",IRL,"Ireland",560
2015,IRQ,"Iraq",All others,"All others",IRL,"Ireland",64
2015,SYR,"Syrian Arab Rep.",All others,"All others",CAN,"Canada",18191
2015,SYR,"Syrian Arab Rep.",MYS,"Malaysia",FRA,"France",4
2015,SYR,"Syrian Arab Rep.",All others,"All others",ISL,"Iceland",63
2015,IRQ,"Iraq",All others,"All others",ITA,"Italy",59
2015,SYR,"Syrian Arab Rep.",All others,"All others",CHE,"Switzerland",454
2015,SYR,"Syrian Arab Rep.",THA,"Thailand",USA,"United States of America",18
2015,IRQ,"Iraq",All others,"All others",AUS,"Australia",1281
2015,SYR,"Syrian Arab Rep.",All others,"All others",ITA,"Italy",369
2015,SYR,"Syrian Arab Rep.",THA,"Thailand",NLD,"Netherlands",7
2015,IRQ,"Iraq",All others,"All others",NLD,"Netherlands",17
2015,IRQ,"Iraq",MYS,"Malaysia",AUS,"Australia",12
